Video Title,Video URL
Tea & dessert with Petra Galler,https://www.youtube.com/watch?v=sYRY6W_fzE8
"Dilmah: 40 years, 40 stories - Cristian Pastene",https://www.youtube.com/watch?v=DZ8soP8fas0
Jason Clark POV - Elixir,https://www.youtube.com/watch?v=cNd0_0pvP10
Tea Gastronomy with Chef Andrea Ferrero – Camembert Ice Cream,https://www.youtube.com/watch?v=Jgag9MR0Tsw
"Tea Gastronomy with Chef Andrea Ferrero – Egg, Apple, Cinnamon",https://www.youtube.com/watch?v=qhSoAA4Jvf0
Dilmah’s Dream Escape to Resplendent Ceylon with SriLankan Airlines,https://www.youtube.com/watch?v=M481hMktnRc
What Dilmah means by our Cup of Kindness?,https://www.youtube.com/watch?v=xr91ZEmD7Ko
Flavour to be complementary : Dilmah Omakase_Flavour compliments,https://www.youtube.com/watch?v=TUugFmP3or0
Tea Gastronomy with Channel 7 Australia ‘s Kylie Gillies,https://www.youtube.com/watch?v=8oXLPxvfyRg
Tasting Dilmah Watte Series with Chef Andrea Ferrero,https://www.youtube.com/watch?v=WnOcVlAPq20
Dilmah Tea-inspired Masterclasses,https://www.youtube.com/watch?v=T3vKjna9mlk
Across Australia & New Zealand with Tea and Purpose – Dilmah Family Tour,https://www.youtube.com/watch?v=uMJ3Vpg34dg
#40YearsOfDilmah - Valerie Delaunay Henbest,https://www.youtube.com/watch?v=WiPMwimqgc0
Dream Escape to Sri Lanka 2025 Begins,https://www.youtube.com/watch?v=U16G_go-qvE
Channel 7 Australia’s visit to the Elephant Transit Home,https://www.youtube.com/watch?v=-yn2ZBmr0xA
The MJF Foundation Centre – Kalkudah : A Centre of Empowerment,https://www.youtube.com/watch?v=GqGxexSu2lw
40 Years of Kindness in Every Sip,https://www.youtube.com/watch?v=5ot391UK5K4
Sweet Success: William Angliss x Dilmah Tea-Inspired Dessert Competition 2025,https://www.youtube.com/watch?v=YPW42ftM7-0
"Dilmah: 40 years, 40 stories - Wije Bandara",https://www.youtube.com/watch?v=EAXpVMHEPX8
Dilmah School of Tea - Session 90 - Sri Lanka,https://www.youtube.com/watch?v=3qH-OwnhjNo
The People's Market #MarketplaceForDreams : Our Journey So Far,https://www.youtube.com/watch?v=0vHGujI3u-U
"Dilmah: 40 years, 40 stories - Vijitha Paiva",https://www.youtube.com/watch?v=BPHp4NxhauI
Tea Gastronomy with Chef Andrea Ferrero,https://www.youtube.com/watch?v=UUncOV2LGBw
"Dilmah: 40 years, 40 stories - Himendra Ranaweera",https://www.youtube.com/watch?v=V2Zj8jnAeHM
Natural Luxury Sommelier Challenge – China EditionChampions of the Challenge,https://www.youtube.com/watch?v=Vw8z9WYW5k0
Dilmah x MarriottNatural Luxury Sommelier Challenge – China Edition,https://www.youtube.com/watch?v=hgKv0sDO1uU
"Dilmah: 40 years, 40 stories - Vajira Karunathilaka",https://www.youtube.com/watch?v=Vyjx3jLjqkw
Raising a cup of kindness on International Tea Day 2025,https://www.youtube.com/watch?v=rGQZwdq9Tfo
"Dilmah: 40 years, 40 stories – Subramaniam Kamalanathan",https://www.youtube.com/watch?v=8QUm8BMpvoc
Dilmah Global Family Conference 2025,https://www.youtube.com/watch?v=hJhIAOL48dA
"Dilmah Emblem at 40, Reaffirming Quality & Integrity",https://www.youtube.com/watch?v=mhVd2ADmd30
"Dilmah: 40 years, 40 stories - Milinda Verage",https://www.youtube.com/watch?v=8T7hvwAkc2c
The goodness of Dilmah Tea for people and the planet.,https://www.youtube.com/watch?v=M2L1wKyBLhc
"Dilmah: 40 years, 40 stories - Vajira Sugathapala",https://www.youtube.com/watch?v=p1jN4-XbZwU
"The People’s Market Kalkudah: Culture, Creativity & Cooperation",https://www.youtube.com/watch?v=3VneEXG4zDE
"Dilmah: 40 years, 40 stories - Minette Perera",https://www.youtube.com/watch?v=K0464MKRauM
The People’s Market - Celebrating The Spirit of Enterprise,https://www.youtube.com/watch?v=YcG_9v9HbUc
Dilmah Internship Programme – “A Transformative Journey”,https://www.youtube.com/watch?v=07_BGMPQcqw
Friendships that Do Good : The Dilmah - Tokai Coop Partnership,https://www.youtube.com/watch?v=pphVd7XbEZE
The Budding Artists of the MJF Kids Programme,https://www.youtube.com/watch?v=ZujqYv5D7as
Building a Dream: The People’s Market Over the Years,https://www.youtube.com/watch?v=fyjeSIcZ-o4
Genesis – An engaging space for sustainable solutions and immersive experiences,https://www.youtube.com/watch?v=P9laJLwpc6M
The MJF Foundation and their Commitment to Entrepreneurs in the East,https://www.youtube.com/watch?v=NhS-zIuCzFs
Tea & Culinary Magic with Peter Kuruvita,https://www.youtube.com/watch?v=a4zJYQQbQdg
"Sipping Slow, Tasting More with the Dilmah 85 Reserve",https://www.youtube.com/watch?v=GAGdMX0ge7c
Tea & Beef? A bold pairing with Dilmah’s 85 Reserve,https://www.youtube.com/watch?v=C3c5VBmXYHE
"Tea, Spice and Every Sip Nice",https://www.youtube.com/watch?v=OdvEsZZ7Sc0
Earl Grey & Dark Chocolate: A Decadent Love Story at Hilton Melbourne!,https://www.youtube.com/watch?v=yWIdAkPCnBs
"Dilmah: 40 years, 40 stories - Nishanthi Amaratunga",https://www.youtube.com/watch?v=m3R4mj9M0Pc
"A Bite, A Sip, A Revelation | Hilton Melbourne with Dilmah",https://www.youtube.com/watch?v=dcjiiZQ4O3I
"Dilmah: 40 years, 40 stories - Rehana Wettasinghe",https://www.youtube.com/watch?v=RurJGe4b7Xs
"Dilmah: 40 years, 40 stories - Gunasiri Fernando",https://www.youtube.com/watch?v=o2_U70d491A
What makes a great tea?,https://www.youtube.com/watch?v=aKKzKoHJLMM
"Passion, Commitment and Respect makes the perfect tea!",https://www.youtube.com/watch?v=rxdIlxwNjmE
Drink Better this Summer with Dilmah Iced Teas,https://www.youtube.com/watch?v=Iu_EXL12qFk
Drink Better this Summer with Dilmah Iced Teas,https://www.youtube.com/watch?v=aDhc1cbqe_M
t-Series Rose with French Vanilla,https://www.youtube.com/watch?v=ZhfjYVtXmQM
Cosy feelings and warmth from Ceylon with Dilmah,https://www.youtube.com/watch?v=ToJHhXTMj1c
Enjoy Fresh and Bold Flavours from Ceylon this Summer with Dilmah,https://www.youtube.com/watch?v=cWwSBEw2-EQ
Dilmah : A Champion for Cervical Cancer Prevention,https://www.youtube.com/watch?v=zKR0aZluNqc
When Friendship & Sport Empowered a Community: AIDEX,https://www.youtube.com/watch?v=sNNFW4Efvv0
A World of Difference – Celebrating Differences 2024,https://www.youtube.com/watch?v=_5c2uuRGmwM
Dilmah’s Boozy High Tea at ITC Ratnadipa,https://www.youtube.com/watch?v=FxONoPxGYOo
2024 – A Tea-Inspired Year In Review,https://www.youtube.com/watch?v=s3gspkF0SBU
"A greeting, a resolution and a wish for 2025 – Happy New Year!",https://www.youtube.com/watch?v=pCwphb6jvIo
"Dilmah Tea - Picked, Perfected and Packed Fresh at Source",https://www.youtube.com/watch?v=QimdqVgSHtY
Experience the Perfection of Pure Ceylon Tea from Dilmah,https://www.youtube.com/watch?v=cN10x90c3-I
Merry Christmas from our family to yours!,https://www.youtube.com/watch?v=j3XuguKPa4Y
Sri Lanka's Sector Experts Deliberate on Proposed Solutions for Human Elephant Conflict,https://www.youtube.com/watch?v=wcf0242oDNc
Conflict to Harmony: Fresh Perspectives on Human Elephant Challenge - Part 2,https://www.youtube.com/watch?v=chi-dKR5apQ
Conflict to Harmony: Fresh Perspectives on Human Elephant Challenge - Part 1,https://www.youtube.com/watch?v=0W4BZu3R6QI
Chairman of Dilmah Tea speaks at Dilmah Conservation's Conflict to Harmony event,https://www.youtube.com/watch?v=m6xIUlGrst4
Seasonal Flush Phenomenon,https://www.youtube.com/watch?v=4qsFryGfamo
Unveiling the Hidden Powers of Tea | The Winning Menu of the Natural Luxury Sommelier Challenge,https://www.youtube.com/watch?v=OibL9E1dunA
Island Vibes in a Glass! Jay Gray’s Mango Buck with a Twist of Tea,https://www.youtube.com/watch?v=puXBI542NYs
இலங்கையர்களின் ரசனைக்கேற்ற உன்னத தேநீர்,https://www.youtube.com/watch?v=qZz_qbhBdUg
"புத்துணர்வையும், Relax யும் உங்களுக்குத் தரும்",https://www.youtube.com/watch?v=ZS8nsSdavIQ
சாயம் அதிகம் இட்டு பால் தேநீர் பருக விரும்புவோருக்கு,https://www.youtube.com/watch?v=Ei3J6IfenAk
சிறந்த சிலோன் தேயிலையின் உண்மையான சுவை,https://www.youtube.com/watch?v=EzK6yC4Ec34
Cheers to 50 Years: Celebrating Drakes Supermarkets Milestone.,https://www.youtube.com/watch?v=yi-DvX9Kqyk
Tea-Inspired Dessert Competition,https://www.youtube.com/watch?v=3mTPvrlVjlo
Dilmah & Professor Jason Able’s Innovative Journey in South Australia.,https://www.youtube.com/watch?v=6LWFDDNDJpc
ලංකාවෙ අපිට ම ගැලපෙන නියම ස්ට්‍රෝන්ග් තේ  කොප්පයක් නම් ඩිල්මා ස්ට්‍රෝන්ග් ටී තමයි.,https://www.youtube.com/watch?v=a3Jl7ze0JxI
හෙල්ත් එක ගැන හිතන අයට හිත කය රිලැක්ස් වෙන්න හොඳම ග්‍රීන් ටී ඩිල්මා සිලෝන් ග්‍රීන් ටී.,https://www.youtube.com/watch?v=e1BP7glzrfE
තද කහට කිරි තේවලට ආස අයට ඩිල්මා ප්‍රිමියම් සිලෝන් එක්ස්ට්‍රා ස්ට්‍රෙන්ත්,https://www.youtube.com/watch?v=fdZUn98a-xY
හොඳම තේ දල්ලෙන් මැවෙන රසම තේ ඩිල්මා ප්‍රිමියම් සිලෝන් ටී,https://www.youtube.com/watch?v=lfPQUIlhpOI
"A True Cup of Ceylon Tea, Just for Sri Lanka.",https://www.youtube.com/watch?v=GDGtQzeIhrQ
"To feel Refreshed, Light and Relaxed.",https://www.youtube.com/watch?v=Edei5f19fNQ
For the Extra Strength in your Milk Tea,https://www.youtube.com/watch?v=iMg6nC80T-k
The Real Taste of the Finest Ceylon Tea,https://www.youtube.com/watch?v=mb8oVWZE-44
Celebrate the Season with the Dilmah Luxury Advent Calendar!,https://www.youtube.com/watch?v=uP_Sz67U6vw
Dilmah Finest Ceylon Cinnamon,https://www.youtube.com/watch?v=cVlp4CsxYQI
Dilmah Finest Ceylon Cinnamon #cinnamon #healthyfood #purecinnamon,https://www.youtube.com/watch?v=cWX3sFsp4XY
AIDEX- Celebrating Ability Through Sports,https://www.youtube.com/watch?v=RyCoAjZ8izw
Growing Great Chefs- Dilmah’s Empower Culinary & Hospitality School (ECHS),https://www.youtube.com/watch?v=AkSfFxBUgY0
Brewing Joy: The Perfect Christmas Tea Selection!,https://www.youtube.com/watch?v=E8axMKSAKPQ
Tea Advent Calendar: Countdown to Christmas with 24 Delicious Tea Delights!,https://www.youtube.com/watch?v=YuNkjx1jNrs
A Journey through the Artistry of Tea at Maldives,https://www.youtube.com/watch?v=1btrAwOvjyE
Tracing Nitrogen Pollution: How it All Started  by Prof S. P. Nissanka,https://www.youtube.com/watch?v=kSD1ZkRf03k
Studying presence of Ammonia in South Asian Forests by Prof Mark Sutton,https://www.youtube.com/watch?v=lgXgKsfrF5Y
Bioindicators: Lichens and Nitrogen Pollution  by Dr. Gothamie Weerakoon,https://www.youtube.com/watch?v=9xCe32FOHxE
Decoding the Data by Dr. Ajinkya Deshpande,https://www.youtube.com/watch?v=i-IiUosmZaQ
Business Support for Scientific Research  by Buddhika Weerakoon,https://www.youtube.com/watch?v=ZWp_Gdrp1Ts
"Tea, Shaken & Stirred: The First Ever Dilmah Tea Mixology Playoff in the Maldives",https://www.youtube.com/watch?v=4au8JJ6jREQ
Endana Nature Corridor: reversing some of the worst effects of climate change.,https://www.youtube.com/watch?v=saxvprOfVMM
The People’s Market – The Marketplace for Dreams,https://www.youtube.com/watch?v=8MajWR1I3so
"10,000 Teas Taste Tested Weekly at Dilmah",https://www.youtube.com/watch?v=BLhoxGwgmts
Maldives Tea Mixology Playoff 2024,https://www.youtube.com/watch?v=vfmQWInhqVk
Into the Land of Magical Dilmah Tea,https://www.youtube.com/watch?v=G_448Mb40Vo
Into the Land of Magical Dilmah Tea,https://www.youtube.com/watch?v=REeqnFF3h_4
Why We Need AIDEX - A Special Appeal by Dr. Asha de Vos,https://www.youtube.com/watch?v=E7jIaweczLk
Help us support Suwa Arana - the first Paediatric Palliative Care Centre in Sri Lanka,https://www.youtube.com/watch?v=n4sVEdhfOF4
Help us support Suwa Arana - the first Paediatric Palliative Care Centre in Sri Lanka,https://www.youtube.com/watch?v=UBQWoqzNqvs
"Making History, Naveed’s Paralympic Journey",https://www.youtube.com/watch?v=__nA20zHflI
The Dilmah Tea Company,https://www.youtube.com/watch?v=Pq49ofwyLuY
Leopard Conservationist chats with Dilmah Gen3 Amrit,https://www.youtube.com/watch?v=t-e3Bn6hmqo
An appeal to the global tea industry by Dilhan C. Fernando,https://www.youtube.com/watch?v=Dqo3OVQhehg
Introducing Elixir of Ceylon Tea by Dilmah - Mixology Inspired by Nature.,https://www.youtube.com/watch?v=aNy8ynWxcjg
Tributes from family and friends: Merrill J. Fernando,https://www.youtube.com/watch?v=NMg7l2mdMDY
"Sri Lanka Adventure: tea, elephants, tuk-tuks & more with Sam Mac and Sunrise!",https://www.youtube.com/watch?v=NDIH9odDt10
"Sam’s Life in Paradise Island, Sri Lanka.",https://www.youtube.com/watch?v=KYp_KVdmfq8
"Sam in SL: A Floating Barge, The Dilmah Crew, A Promise of Ayurveda & the finest Ceylon Cinnamon",https://www.youtube.com/watch?v=wlLzltoHS-8
Sam Witnesses how Dilmah fills your cup with kindness in Sri Lanka!,https://www.youtube.com/watch?v=ChzYsrZtHkA
Tuk-tuk Rides & Sam Mac’s Unforgettable Sri Lankan Adventure,https://www.youtube.com/watch?v=la6h8xoMKRk
Sam and the Sunrise Morning Show Discover How Dilmah Makes the World a Better Tea,https://www.youtube.com/watch?v=S82Kxfw5b_k
Sunrise Morning Show's Sam Visits MJF Foundation,https://www.youtube.com/watch?v=T0HPsn2ubw8
Sri Lanka with Dilmah: Breathtaking Views and Electrifying Moves with Sam from Sunrise.,https://www.youtube.com/watch?v=a0twiRHCoSw
"Day 3 with Sam and Sunrise: Delicious, Crafts & Laughs!",https://www.youtube.com/watch?v=CVWshHSIwns
Sunrise Morning Show at Cape Weligama by Resplendent Ceylon.,https://www.youtube.com/watch?v=ByYRdLGGOYI
Sam and Sunrise’s Sri Lankan Feast: Art on a Plate at Cape Weligama!,https://www.youtube.com/watch?v=8aPbHY_tefM
Sam & Sunrise Explore: Udawalawe Elephant Transit Home,https://www.youtube.com/watch?v=3_1gZIHOmcw
Sahan Mihira U19 SL Cricket Takes on Sam | Sunrise Morning Show Update,https://www.youtube.com/watch?v=Nru64Tput_g
Sam & Sunrise Explore: Udawalawe Elephant Transit Home,https://www.youtube.com/watch?v=EiF-jtsdXNs
"Brews, Bats, & Banter with Sam on Sunrise!",https://www.youtube.com/watch?v=KmPNz0J6Rak
Brewing Secrets from Dilhan at the House of Wellness TV,https://www.youtube.com/watch?v=X_RkMaO-exE
Sunrise Morning Show Learns Tea Mixology Magic with Amrit Fernando!,https://www.youtube.com/watch?v=zm1YnkFTycI
Sunrise Morning Show Visits Dilmah Dunkeld Estate in Sri Lanka.,https://www.youtube.com/watch?v=lm2tkWwVo6A
A Ceylon Soirée at the Novotel Melbourne,https://www.youtube.com/watch?v=nAfMBcrIGIo
Win A Luxury Trip to Sri Lanka – The Home of Dilmah Tea,https://www.youtube.com/watch?v=-V24zXmwS8k
Unveiling the Dream Ingredient for Mixologists In Singapore - Elixir of Ceylon Tea,https://www.youtube.com/watch?v=VS65Qf7s3SQ
The West-t: Gin & Tea Takeover!,https://www.youtube.com/watch?v=kD5cp9_h2ek
More Than Just Tea: It’s A Story of Connection by Dilhan and Amrit.,https://www.youtube.com/watch?v=EEO9aelZnrI
Empowering the future of Kahawatte Plantations,https://www.youtube.com/watch?v=PArW7P6htV4
"Roger Drake & Dilhan in conversation about family, a half century and relationships",https://www.youtube.com/watch?v=D8TxZLABdZM
Brandon Zerk-Tatcher and Mom at Dilmah’s Mother’s Day High Tea,https://www.youtube.com/watch?v=JZCdMT8uirs
Celebrating Moms over Generations with all things “Tea”,https://www.youtube.com/watch?v=VhPDkwgbfXc
A Literary Journey with William Dalrymple and Dilhan C. Fernando,https://www.youtube.com/watch?v=GGDt_yJLqks
Brew and Literature inspired with Louis de Bernières and Dilhan C. Fernando,https://www.youtube.com/watch?v=b2tKl6nwB3E
International Tea Day: Celebrating the Impact of Tea on Kindness and Sustainability,https://www.youtube.com/watch?v=fVaz7quLJSA
Tea Tales from Down Under: Losena Tinay's Journey at the 77th Dilmah School of Tea,https://www.youtube.com/watch?v=0qwFr5wrJ3o
Cooking Up Hope: Steve Lindecker's Heartwarming Experience at the 77th Dilmah School of Tea,https://www.youtube.com/watch?v=qYWjVZyafdc
Tea-inspired at the Heart of Dilmah: Maximilian Nickol's Tea Journey in Sri Lanka,https://www.youtube.com/watch?v=82u2nYyEzsk
"Imade Yudhiana’s Tea Journey: Unveiling Inspiration, Love, and Kindness at the Dilmah School of Tea",https://www.youtube.com/watch?v=m87XoFtXzvg
Danilo Iavernaro's Brew-tiful Journey: Exploring the 77th Dilmah School of Tea in Sri Lanka,https://www.youtube.com/watch?v=Dtm_lXJCI0c
CEO Forum of the Sri Lanka Climate Summit 2024,https://www.youtube.com/watch?v=tCaMWirmOXY
Continuing a Legacy: The First “Kindness Day – In Memory of Merrill J. Fernando”,https://www.youtube.com/watch?v=rMYF_wzfmrU
The Renaissance of Finest Ceylon Cinnamon by Dilmah,https://www.youtube.com/watch?v=axHqw4MuT70
"Climate, Biodiversity, & Green Growth: Interview with Dr. Rohan Pethiyagoda (Pt. 2)",https://www.youtube.com/watch?v=omK0FgmdjxQ
அறிமுகப்படுத்துகின்றோம் Dilmah Iced Tea,https://www.youtube.com/watch?v=4H8mR2-mRRY
அறிமுகப்படுத்துகின்றோம் Dilmah Iced Tea,https://www.youtube.com/watch?v=2qg3u1IqKW0
හඳුන්වා දෙන Dilmah Iced Tea. That’s refreshing!,https://www.youtube.com/watch?v=TpTqJsHEq8Q
හඳුන්වා දෙන Dilmah Iced Tea. That’s refreshing!,https://www.youtube.com/watch?v=ZdkBwrXGAU4
அறிமுகப்படுத்துகின்றோம் Dilmah Iced Tea,https://www.youtube.com/watch?v=gj0wI7UTDxE
හඳුන්වා දෙන Dilmah Iced Tea. That’s refreshing!,https://www.youtube.com/watch?v=eXPOMYkcPss
A Luxurious Collaboration between Dilmah x Sofitel Paris Le Bar du Faubourg,https://www.youtube.com/watch?v=imAMX9Xu35o
Exploring Ceylon Tea: Participants of the 77th Dilmah School of Tea visits the home of Dilmah,https://www.youtube.com/watch?v=udbc_GO-VfU
Exploring Ceylon Tea: Tea-inspired Highlights from the 77th Dilmah School of Tea,https://www.youtube.com/watch?v=4ty_ks3b9so
Introducing Dilmah Iced Tea. That’s refreshing!,https://www.youtube.com/watch?v=Iar6boxmbWU
77th session of the Dilmah School of Tea,https://www.youtube.com/watch?v=L-JrZ9tKKQc
Enduring Connections: Dilmah Long Service Awards 2024,https://www.youtube.com/watch?v=8B0LyGKJ8SI
Our Dilmah School of Tea Friends Experience a Cup of Kindness at the MJF Foundation,https://www.youtube.com/watch?v=rS7JLfKNfhY
'Teamakers' advice on tea & happiness,https://www.youtube.com/watch?v=oBTEaQ35lGs
Introducing Dilmah Iced Tea. That’s refreshing!,https://www.youtube.com/watch?v=2saoNUTNMt8
Did your tea just start singing?!,https://www.youtube.com/watch?v=fOJVogU4blo
Plantation Success Story: the Ergonomic Basket Project,https://www.youtube.com/watch?v=S9LPgiQaDeg
Introducing Dilmah Finest Ceylon Cinnamon,https://www.youtube.com/watch?v=xN6-I5WQQC0
Beyond the Boundary: Dilmah's Cricket Initiative Transforms Lives,https://www.youtube.com/watch?v=CytlzUbiJpQ
No greater chill than a good book and a great cup of tea,https://www.youtube.com/watch?v=1FFBLLU9Kho
Teatime… around the clock… even at 10 PM.,https://www.youtube.com/watch?v=bY1CZUkK64k
Iced Surprises and Extra Strength Comfort Tea in New Zealand,https://www.youtube.com/watch?v=l84Db3P0yGg
Dilmah Pure Ceylon Tea,https://www.youtube.com/watch?v=3OQDVd-vdnU
Dilmah Tea Joins Fight to End Cervical Cancer in Sri Lanka,https://www.youtube.com/watch?v=_dQIP4uqbrw
A Celebration of Dilmah Tea,https://www.youtube.com/watch?v=G3rfMjUwFus
Just Me and Dilmah Tea Happily,https://www.youtube.com/watch?v=jzVyZOKQ6f4
Real Tea For Real Tea People - Dilmah 85 Reserve,https://www.youtube.com/watch?v=KkdvvB_6n3I
Celebrating Differences 2023,https://www.youtube.com/watch?v=rbtBa6-wePU
Happy New Year 2024!,https://www.youtube.com/watch?v=Q5vovXm9Gv8
Raising a Cup to 2023,https://www.youtube.com/watch?v=80MW0ifapCQ
Honoring Merrill J. Fernando: A Tribute by Colombo Tea Traders' Association,https://www.youtube.com/watch?v=fRdrEXshb-0
2023 Christmas Wish from the Dilmah Family,https://www.youtube.com/watch?v=kpF3yItMvHk
Peoples’ Christmas Market!,https://www.youtube.com/watch?v=bd25iT_LbZk
The greatest lesson ever learnt,https://www.youtube.com/watch?v=wlLIabpqxSQ
Enjoying 85 Reserve with Peter Kuruvita,https://www.youtube.com/watch?v=MnCYVSFNru8
Giving Back to Our Greatest Companion - Nature,https://www.youtube.com/watch?v=9_J3JlcpAvI
Inspired Tea Mixology with Dilmah & Hilton,https://www.youtube.com/watch?v=8rm5B0bWXrk
Through my Eyes: Redefining Ability,https://www.youtube.com/watch?v=tvskxVX7obA
Tea-licious Christmas magic with Christmas Wellington,https://www.youtube.com/watch?v=NpwZH2DWQw8
A Delightful Yule Log Festi-vi-tea,https://www.youtube.com/watch?v=4AHkzrJdHwk
A Tea-Inspired Stollen Christmas Tea Tale,https://www.youtube.com/watch?v=h26q5SSiOQU
"Defying the Odds, Defining Ability",https://www.youtube.com/watch?v=0Hk_pCsN7mM
Spreading awareness on nitrogen pollution,https://www.youtube.com/watch?v=4SuhJb2Aq-M
76th Edition of the Dilmah School of Tea,https://www.youtube.com/watch?v=APRjPUCzJ4Y
Thank you for spreading awareness on paediatric cancer,https://www.youtube.com/watch?v=Od9NKcAcpng
An Appreciation of Fine Tea and Fine Wine at Barossa Valley,https://www.youtube.com/watch?v=aLRyFaEN3OI
The Art of Tea Plucking: Stoy of Tea,https://www.youtube.com/watch?v=2RC_tU43ZbQ
35 Years of Music for a Cause with “Country Roads”,https://www.youtube.com/watch?v=TpvpuTBFjSI
It’s all done better as a family together: Australia tour 2023.,https://www.youtube.com/watch?v=3Ly1qGkwJPY
Hilton Lake Taupo Relaunches Timeless High Tea Experience with Dilmah,https://www.youtube.com/watch?v=qfjX0I7oEPA
Dilmah Christmas Tea Advent Calendar: Celebrate a new taste every day.,https://www.youtube.com/watch?v=e5YnAwYbdO8
Unveiling Dilmah's new Iced teas and Tea sodas at Foodstuff Auckland and Christchurch HQs!,https://www.youtube.com/watch?v=zQdsCrTW9Ps
LIVE: Celebrating the life of Merrill J. Fernando Founder. Disruptor. Servant 1930-2023,https://www.youtube.com/watch?v=SoZ4fUlmtHk
Nurturing Future Culinary Stars on World Chefs Day,https://www.youtube.com/watch?v=LaOkX7PMvnA
From Home Gardener to Agro Entreprenuer- Thisanayaki’s Story,https://www.youtube.com/watch?v=cWRC5vtM0nY
World Food Day -Exploring flavour in lost ingredients,https://www.youtube.com/watch?v=Y42apdVXItM
The Launch of Dilmah Drinks NZ,https://www.youtube.com/watch?v=yhuqD_2ryzc
